Hora,Nombre completo del usuario,Usuario afectado,Contexto del evento,Nombre evento,Descripción,Dirección IP
"3/04/23, 01:16:18",Staryu,-,Foro: Avisos,Tema visto,The user with id 120 has viewed the discussion with id 41542 in the forum with course module id 36881.,191.83.221.168
"3/04/23, 01:16:14",Staryu,-,Foro: Avisos,Tema visto,The user with id 120 has viewed the discussion with id 41550 in the forum with course module id 36881.,191.83.221.168
"3/04/23, 01:16:03",Staryu,-,Foro: Avisos,Tema visto,The user with id 120 has viewed the discussion with id 41556 in the forum with course module id 36881.,191.83.221.168
"3/04/23, 01:15:59",Staryu,-,Página: Material de las clases,Módulo de curso visto,The user with id 120 viewed the page activity with course module id 37545.,191.83.221.168
"2/04/23, 23:37:34",Pidgeotto,-,Archivo: Cronograma  tentativo 2023,Módulo de curso visto,The user with id 17 viewed the resource activity with course module id 37466.,186.22.19.115
"2/04/23, 23:37:34",Fearow,-,Página: Material de las clases,Módulo de curso visto,The user with id 22 viewed the page activity with course module id 37545.,190.188.72.6
"2/04/23, 23:37:23",Fearow,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 22 has viewed the submission status page for the assignment with course module id 37038.,190.188.72.6
"2/04/23, 23:37:23",Fearow,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 22 viewed the assign activity with course module id 37038.,190.188.72.6
"2/04/23, 23:33:51",Pidgeotto,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 17 viewed the course with id 1159.,186.22.19.115
"2/04/23, 23:27:08",Fearow,-,Foro: Avisos,Tema visto,The user with id 22 has viewed the discussion with id 41526 in the forum with course module id 36881.,190.188.72.6
"2/04/23, 23:27:03",Fearow,-,Foro: Avisos,Módulo de curso visto,The user with id 22 viewed the forum activity with course module id 36881.,190.188.72.6
"2/04/23, 23:18:44",Fearow,-,Página: Material de las clases,Módulo de curso visto,The user with id 22 viewed the page activity with course module id 37545.,190.188.72.6
"2/04/23, 23:18:39",Fearow,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 22 viewed the course with id 1159.,190.188.72.6
"2/04/23, 22:25:50",Raticate,-,Página: Material de las clases,Módulo de curso visto,The user with id 20 viewed the page activity with course module id 37545.,181.168.66.70
"2/04/23, 21:32:33",Omastar,-,Página: Material de las clases,Módulo de curso visto,The user with id 139 viewed the page activity with course module id 37545.,186.23.22.178
"2/04/23, 21:12:18",Voltorb,-,Página: Material de las clases,Módulo de curso visto,The user with id 100 viewed the page activity with course module id 37545.,186.22.19.110
"2/04/23, 21:12:06",Voltorb,-,Tarea: Entrega 2,Se ha visualizado el estado de la entrega.,The user with id 100 has viewed the submission status page for the assignment with course module id 37039.,186.22.19.110
"2/04/23, 21:12:06",Voltorb,-,Tarea: Entrega 2,Módulo de curso visto,The user with id 100 viewed the assign activity with course module id 37039.,186.22.19.110
"2/04/23, 21:12:02",Voltorb,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 100 viewed the course with id 1159.,186.22.19.110
"2/04/23, 21:07:09",Rhyhorn,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 111 viewed the course with id 1159.,181.170.80.158
"2/04/23, 21:06:52",Rhyhorn,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 111 has viewed the submission status page for the assignment with course module id 37038.,181.170.80.158
"2/04/23, 21:06:52",Rhyhorn,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 111 viewed the assign activity with course module id 37038.,181.170.80.158
"2/04/23, 21:00:29",Omastar,-,Página: Material de las clases,Módulo de curso visto,The user with id 139 viewed the page activity with course module id 37545.,186.23.22.178
"2/04/23, 20:59:46",Omastar,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 139 viewed the course with id 1159.,186.23.22.178
"2/04/23, 20:59:44",Omastar,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 139 viewed the course with id 1159.,186.23.22.178
"2/04/23, 20:59:42",Omastar,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 139 viewed the course with id 1159.,186.23.22.178
"2/04/23, 20:59:20",Omastar,-,Carpeta: Material de las explicaciones prácticas,Módulo de curso visto,The user with id 139 viewed the folder activity with course module id 37633.,186.23.22.178
"2/04/23, 20:58:52",Omastar,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 139 viewed the course with id 1159.,186.23.22.178
"2/04/23, 20:45:53",Geodude,-,Tarea: Entrega 2,Se ha visualizado el estado de la entrega.,The user with id 74 has viewed the submission status page for the assignment with course module id 37039.,201.220.20.189
"2/04/23, 20:45:53",Geodude,-,Tarea: Entrega 2,Módulo de curso visto,The user with id 74 viewed the assign activity with course module id 37039.,201.220.20.189
"2/04/23, 20:45:50",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 74 viewed the course with id 1159.,201.220.20.189
"2/04/23, 19:52:57",Kadabra,-,Página: Material de las clases,Módulo de curso visto,The user with id 64 viewed the page activity with course module id 37545.,181.191.65.250
"2/04/23, 19:52:40",Kadabra,-,Tarea: Entrega 2,Se ha visualizado el estado de la entrega.,The user with id 64 has viewed the submission status page for the assignment with course module id 37039.,181.191.65.250
"2/04/23, 19:52:40",Kadabra,-,Tarea: Entrega 2,Módulo de curso visto,The user with id 64 viewed the assign activity with course module id 37039.,181.191.65.250
"2/04/23, 19:52:39",Kadabra,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 64 has viewed the submission status page for the assignment with course module id 37038.,181.191.65.250
"2/04/23, 19:52:39",Kadabra,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 64 viewed the assign activity with course module id 37038.,181.191.65.250
"2/04/23, 19:52:14",Kadabra,-,Carpeta: Material de las explicaciones prácticas,Módulo de curso visto,The user with id 64 viewed the folder activity with course module id 37633.,181.191.65.250
"2/04/23, 19:52:10",Kadabra,-,Carpeta: Material de las explicaciones prácticas,Módulo de curso visto,The user with id 64 viewed the folder activity with course module id 37633.,181.191.65.250
"2/04/23, 19:51:41",Kadabra,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 64 viewed the course with id 1159.,181.191.65.250
"2/04/23, 19:51:41",Kadabra,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 64 viewed the course with id 1159.,181.191.65.250
"2/04/23, 19:25:42",Ponyta,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Lista de usuarios vista,The user with id 77 viewed the list of users in the course with id 1159.,190.247.65.227
"2/04/23, 19:21:39",Kadabra,-,Página: Material de las clases,Módulo de curso visto,The user with id 64 viewed the page activity with course module id 37545.,181.191.65.250
"2/04/23, 19:16:01",Kadabra,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 64 viewed the course with id 1159.,181.191.65.250
"2/04/23, 19:13:11",Bellsprout,-,Página: Material de las clases,Módulo de curso visto,The user with id 69 viewed the page activity with course module id 37545.,152.170.100.37
"2/04/23, 19:10:47",Ditto,-,Página: Material de las clases,Módulo de curso visto,The user with id 132 viewed the page activity with course module id 37545.,181.231.232.18
"2/04/23, 19:10:41",Ditto,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 132 viewed the course with id 1159.,181.231.232.18
"2/04/23, 19:10:38",Ditto,-,Cuestionario: Repaso clase 2 - Turno mañana,Módulo de curso visto,The user with id 132 viewed the quiz activity with course module id 37316.,181.231.232.18
"2/04/23, 19:10:32",Ditto,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 132 viewed the course with id 1159.,181.231.232.18
"2/04/23, 19:10:27",Ditto,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 132 viewed the course with id 1159.,181.231.232.18
"2/04/23, 19:03:01",Geodude,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 74 has viewed the submission status page for the assignment with course module id 37038.,201.220.20.189
"2/04/23, 19:03:00",Geodude,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 74 viewed the assign activity with course module id 37038.,201.220.20.189
"2/04/23, 19:02:56",Geodude,-,Foro: Avisos,Módulo de curso visto,The user with id 74 viewed the forum activity with course module id 36881.,201.220.20.189
"2/04/23, 19:02:48",Geodude,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 74 has viewed the submission status page for the assignment with course module id 37038.,201.220.20.189
"2/04/23, 19:02:47",Geodude,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 74 viewed the assign activity with course module id 37038.,201.220.20.189
"2/04/23, 19:02:39",Geodude,-,Tarea: Entrega 2,Se ha visualizado el estado de la entrega.,The user with id 74 has viewed the submission status page for the assignment with course module id 37039.,201.220.20.189
"2/04/23, 19:02:39",Geodude,-,Tarea: Entrega 2,Módulo de curso visto,The user with id 74 viewed the assign activity with course module id 37039.,201.220.20.189
"2/04/23, 19:02:28",Geodude,-,Foro: Avisos,Módulo de curso visto,The user with id 74 viewed the forum activity with course module id 36881.,201.220.20.189
"2/04/23, 19:02:23",Geodude,-,Foro: Consultas,Tema visto,The user with id 74 has viewed the discussion with id 41452 in the forum with course module id 36884.,201.220.20.189
"2/04/23, 19:02:19",Geodude,-,Foro: Consultas,Módulo de curso visto,The user with id 74 viewed the forum activity with course module id 36884.,201.220.20.189
"2/04/23, 19:02:00",Geodude,-,Foro: Consultas,Tema visto,The user with id 74 has viewed the discussion with id 41495 in the forum with course module id 36884.,201.220.20.189
"2/04/23, 19:01:56",Geodude,-,Foro: Consultas,Módulo de curso visto,The user with id 74 viewed the forum activity with course module id 36884.,201.220.20.189
"2/04/23, 19:01:54",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 74 viewed the course with id 1159.,201.220.20.189
"2/04/23, 18:58:47",Geodude,Magneton,Curso: Seminario de  Lenguajes - Opción Python (2023),Perfil de usuario visto,The user with id 74 viewed the profile for the user with id 82 in the course with id 1159.,201.220.20.189
"2/04/23, 18:58:36",Geodude,Marowak,Curso: Seminario de  Lenguajes - Opción Python (2023),Perfil de usuario visto,The user with id 74 viewed the profile for the user with id 105 in the course with id 1159.,201.220.20.189
"2/04/23, 18:58:10",Geodude,Oddish,Curso: Seminario de  Lenguajes - Opción Python (2023),Perfil de usuario visto,The user with id 74 viewed the profile for the user with id 43 in the course with id 1159.,201.220.20.189
"2/04/23, 18:58:01",Geodude,Slowpoke,Curso: Seminario de  Lenguajes - Opción Python (2023),Perfil de usuario visto,The user with id 74 viewed the profile for the user with id 79 in the course with id 1159.,201.220.20.189
"2/04/23, 18:57:57",Geodude,Nidorino,Curso: Seminario de  Lenguajes - Opción Python (2023),Perfil de usuario visto,The user with id 74 viewed the profile for the user with id 33 in the course with id 1159.,201.220.20.189
"2/04/23, 18:57:33",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Lista de usuarios vista,The user with id 74 viewed the list of users in the course with id 1159.,201.220.20.189
"2/04/23, 18:57:31",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 74 viewed the course with id 1159.,201.220.20.189
"2/04/23, 18:57:28",Geodude,-,Foro: Consultas,Módulo de curso visto,The user with id 74 viewed the forum activity with course module id 36884.,201.220.20.189
"2/04/23, 18:57:20",Geodude,-,Foro: Avisos,Tema visto,The user with id 74 has viewed the discussion with id 41550 in the forum with course module id 36881.,201.220.20.189
"2/04/23, 18:57:13",Geodude,-,Foro: Avisos,Módulo de curso visto,The user with id 74 viewed the forum activity with course module id 36881.,201.220.20.189
"2/04/23, 18:57:03",Geodude,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 74 has viewed the submission status page for the assignment with course module id 37038.,201.220.20.189
"2/04/23, 18:57:03",Geodude,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 74 viewed the assign activity with course module id 37038.,201.220.20.189
"2/04/23, 18:57:01",Geodude,-,Tarea: Entrega 2,Se ha visualizado el estado de la entrega.,The user with id 74 has viewed the submission status page for the assignment with course module id 37039.,201.220.20.189
"2/04/23, 18:57:01",Geodude,-,Tarea: Entrega 2,Módulo de curso visto,The user with id 74 viewed the assign activity with course module id 37039.,201.220.20.189
"2/04/23, 18:56:58",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 74 viewed the course with id 1159.,201.220.20.189
"2/04/23, 18:49:29",Ponyta,-,Tarea: Entrega 2,Se ha visualizado el estado de la entrega.,The user with id 77 has viewed the submission status page for the assignment with course module id 37039.,190.247.65.227
"2/04/23, 18:49:29",Ponyta,-,Tarea: Entrega 2,Módulo de curso visto,The user with id 77 viewed the assign activity with course module id 37039.,190.247.65.227
"2/04/23, 18:49:22",Ponyta,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 77 viewed the course with id 1159.,190.247.65.227
"2/04/23, 18:42:02",Omastar,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 139 viewed the course with id 1159.,186.23.22.178
"2/04/23, 18:33:15",Rhyhorn,-,Página: Material de las clases,Módulo de curso visto,The user with id 111 viewed the page activity with course module id 37545.,181.170.80.158
"2/04/23, 18:33:11",Rhyhorn,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 111 viewed the course with id 1159.,181.170.80.158
"2/04/23, 18:33:06",Rhyhorn,-,Encuesta: Encuesta clase 1: sobre el SL,Módulo de curso visto,The user with id 111 viewed the feedback activity with course module id 37310.,181.170.80.158
"2/04/23, 18:33:03",Rhyhorn,-,Carpeta: Material de las explicaciones prácticas,Módulo de curso visto,The user with id 111 viewed the folder activity with course module id 37633.,181.170.80.158
"2/04/23, 18:08:59",Omastar,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 139 viewed the course with id 1159.,186.23.22.178
"2/04/23, 17:42:16",Kingler,-,Página: Material de las clases,Módulo de curso visto,The user with id 99 viewed the page activity with course module id 37545.,186.22.19.209
"2/04/23, 17:37:09",Rhyhorn,-,BigBlueButton: Sala de VC de explicaciones de práctica,Grabación vista,The user with id 111 has viewed a recording with id 1792 from the course id 1159.,181.170.80.158
"2/04/23, 17:37:06",Rhyhorn,-,BigBlueButton: Sala de VC de explicaciones de práctica,Módulo de curso visto,The user with id 111 viewed the bigbluebuttonbn activity with course module id 36883.,181.170.80.158
"2/04/23, 17:33:50",Mr. Mime,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 122 has viewed the submission status page for the assignment with course module id 37038.,190.189.48.47
"2/04/23, 17:33:50",Mr. Mime,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 122 viewed the assign activity with course module id 37038.,190.189.48.47
"2/04/23, 17:29:41",Machamp,-,Tarea: Entrega 2,Se ha visualizado el estado de la entrega.,The user with id 68 has viewed the submission status page for the assignment with course module id 37039.,181231151187
"2/04/23, 17:29:40",Machamp,-,Tarea: Entrega 2,Módulo de curso visto,The user with id 68 viewed the assign activity with course module id 37039.,181231151187
"2/04/23, 17:29:38",Machamp,-,Carpeta: Material de las explicaciones prácticas,Módulo de curso visto,The user with id 68 viewed the folder activity with course module id 37633.,181231151187
"2/04/23, 17:29:33",Machamp,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 68 viewed the course with id 1159.,181231151187
"2/04/23, 17:29:31",Machamp,-,Cuestionario: Repaso clase 2 - Turno mañana,Módulo de curso visto,The user with id 68 viewed the quiz activity with course module id 37316.,181231151187
"2/04/23, 17:29:23",Machamp,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 68 viewed the course with id 1159.,181231151187
"2/04/23, 17:29:16",Machamp,-,Página: Material de las clases,Módulo de curso visto,The user with id 68 viewed the page activity with course module id 37545.,181231151187
"2/04/23, 17:29:11",Machamp,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 68 viewed the course with id 1159.,181231151187
